Name,Type,Size,Location
DMA_ErrorHandler,.text,32 (0x20),DMA.o
DMA_SoftwareTransferHandler,.text,36 (0x24),DMA.o
DMA_DisableChannelAttributes,.text,112 (0x70),DMA.o
DMA_ConfigureControlTableBaseAddress,.text,40 (0x28),DMA.o
DMA_ChannelAlternateControlStructureSet,.text,344 (0x158),DMA.o
DMA_ConfigureChannelsRequests,.text,36 (0x24),DMA.o
DMA_DeAssignChannel,.text,92 (0x5c),DMA.o
DMA_MemoryToMemory_Transfer,.text,52 (0x34),DMA.o
DMA_ChannelScatterGatherSet,.text,96 (0x60),DMA.o
DMA_ChannelPeripheralScatterGatherSet,.text,96 (0x60),DMA.o
DMA_RegisterCallbackFunction_SoftwareTransfer,.text,36 (0x24),DMA.o
DMA_RegisterCallbackFunction_ErrorHandler,.text,36 (0x24),DMA.o
DMAChannel8_UARTChannel0RX,.data,16 (0x10),DMA_config.o
DMAChannel9_UARTChannel0TX,.data,16 (0x10),DMA_config.o
DMAChannel22_UARTChannel1RX,.data,16 (0x10),DMA_config.o
DMAChannel23_UARTChannel1TX,.data,16 (0x10),DMA_config.o
DMAChannel0_UARTChannel2RX,.data,16 (0x10),DMA_config.o
DMAChannel23_UARTChannel2TX,.data,16 (0x10),DMA_config.o
DMAChannel16_UARTChannel3RX,.data,16 (0x10),DMA_config.o
DMAChannel17_UARTChannel3TX,.data,16 (0x10),DMA_config.o
DMAChannel18_UARTChannel4RX,.data,16 (0x10),DMA_config.o
DMAChannel19_UARTChannel4TX,.data,16 (0x10),DMA_config.o
DMAChannel6_UARTChannel5RX,.data,16 (0x10),DMA_config.o
DMAChannel7_UARTChannel5TX,.data,16 (0x10),DMA_config.o
DMAChannel10_UARTChannel6RX,.data,16 (0x10),DMA_config.o
DMAChannel11_UARTChannel6TX,.data,16 (0x10),DMA_config.o
DMAChannel20_UARTChannel7RX,.data,16 (0x10),DMA_config.o
DMAChannel21_UARTChannel7TX,.data,16 (0x10),DMA_config.o
DMA_ChannelsConfigTX,.data,32 (0x20),DMA_config.o
DMA_ChannelsConfigRX,.data,32 (0x20),DMA_config.o
DMAChannel0_MemToMem,.data,16 (0x10),DMA_config.o
DMAChannel1_MemToMem,.data,16 (0x10),DMA_config.o
DMAChannel28_MemToMem,.data,16 (0x10),DMA_config.o
DMAChannel29_MemToMem,.data,16 (0x10),DMA_config.o
DMAChannel26_MemToMem,.data,16 (0x10),DMA_config.o
Pt_DMAChannel28_MemToMem,.data,4 (0x4),DMA_config.o
Pt_DMAChannel29_MemToMem,.data,4 (0x4),DMA_config.o
Pt_DMAChannel0_MemToMem,.data,4 (0x4),DMA_config.o
Pt_DMAChannel1_MemToMem,.data,4 (0x4),DMA_config.o
DMA_ControlTable_Arr,.data,48 (0x30),DMA_config.o
DMA_ControlTable_PeripheralScatterGatherArr,.data,48 (0x30),DMA_config.o
EXTIAIntHandler,.text,28 (0x1c),GPIO.o
EXTIBIntHandler,.text,28 (0x1c),GPIO.o
EXTICIntHandler,.text,28 (0x1c),GPIO.o
EXTIDIntHandler,.text,28 (0x1c),GPIO.o
EXTIEIntHandler,.text,28 (0x1c),GPIO.o
EXTIFIntHandler,.text,28 (0x1c),GPIO.o
GPIO_BIT_BAND_Registers,.data,24 (0x18),GPIO.o
GPIO_TogglePinValue,.text,76 (0x4c),GPIO.o
GPIO_ConfigureAlternateFunctionSelect,.text,144 (0x90),GPIO.o
GPIO_ConfigureAnalogModeSelect,.text,40 (0x28),GPIO.o
GPIO_ConfigurePortControl,.text,96 (0x60),GPIO.o
GPIO_EXTIClearInterrupt,.text,76 (0x4c),GPIO.o
GPIO_ConfigureInterruptMask,.text,144 (0x90),GPIO.o
GPIO_ToggleBitBandBits,.text,84 (0x54),GPIO.o
GPIO_ReadBitBandBits,.text,52 (0x34),GPIO.o
GPIO_WriteBitBandBits,.text,132 (0x84),GPIO.o
GPIO_EnableAFSEL_GPTM,.text,90 (0x5a),GPIO.o
GPIO_EnableAFSEL_UART,.text,122 (0x7a),GPIO.o
RegisterCallbackFunction,.text,36 (0x24),GPIO.o
GPIO_ConfigurePin_PF2,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF3,.data,2 (0x2),GPIO_config.o
GPTM_EnableClkTimer,.text,128 (0x80),GPTM.o
GPTM_EnableTimer,.text,92 (0x5c),GPTM.o
GPTM_DisableTimer,.text,92 (0x5c),GPTM.o
GPTM_InitializePWM,.text,292 (0x124),GPTM.o
GPTM_GeneratePWM,.text,176 (0xb0),GPTM.o
GPTM_InitializeDelayMode,.text,180 (0xb4),GPTM.o
GPTM_GenerateDelay,.text,204 (0xcc),GPTM.o
GPTM_Config_ArrPtrStruct,.data,48 (0x30),GPTM_config.o
HC05_Initialization,.text,28 (0x1c),HC-05.o
HC05_Initialization_DMA,.text,32 (0x20),HC-05.o
HC05_SendString_DMA,.text,38 (0x26),HC-05.o
HC05_ReceiveString_DMA,.text,38 (0x26),HC-05.o
HC05_ReadChar,.text,24 (0x18),HC-05.o
HC05_WriteChar,.text,24 (0x18),HC-05.o
HC05_WriteString,.text,40 (0x28),HC-05.o
charater1,.data,1 (0x1),main.o
ptr_charater1,.data,4 (0x4),main.o
ListA,.data,4 (0x4),main.o
ListB,.data,4 (0x4),main.o
ListC,.data,4 (0x4),main.o
ListD,.data,8 (0x8),main.o
ListE,.data,8 (0x8),main.o
ListF,.data,8 (0x8),main.o
SourceBufferUART,.data,8 (0x8),main.o
SourceIndexCounterDMA,.data,4 (0x4),main.o
SourceIndexCounterDMA356,.data,4 (0x4),main.o
unused_var1,.data,4 (0x4),main.o
unused_var2,.data,4 (0x4),main.o
unused_var3,.data,4 (0x4),main.o
unused_var4,.data,4 (0x4),main.o
UnusedFunc1,.text,42 (0x2a),main.o
static_var.0,.data,4 (0x4),main.o
NVIC_Set_Pending,.text,76 (0x4c),NVIC.o
NVIC_Clear_Pending,.text,76 (0x4c),NVIC.o
NVIC_SetPriorityGrouping,.text,56 (0x38),NVIC.o
NVIC_AssignPriority,.text,308 (0x134),NVIC.o
SC_EnableRunModeClockPWM,.text,48 (0x30),SystemControl.o
SC_Initialization,.text,300 (0x12c),SystemControl.o
SC_PWMClkIntialization,.text,76 (0x4c),SystemControl.o
SC_GetPWMFrequency,.text,72 (0x48),SystemControl.o
SC_ADC_ClkIntialization,.text,44 (0x2c),SystemControl.o
ConfigSystemSrc_PLL,.data,5 (0x5),SystemControl_Config.o
ConfigSystemSrc_PrecisionInternalOSC,.data,5 (0x5),SystemControl_Config.o
ConfigSystemSrc_PrecisionInternalOSC_DIV4,.data,5 (0x5),SystemControl_Config.o
PWM_Module0,.data,3 (0x3),SystemControl_Config.o
SystickHandler,.text,28 (0x1c),SystickTimer.o
SysTickGenerateDelay_Polling,.text,116 (0x74),SystickTimer.o
Systick_RegisterCallbackFunction,.text,28 (0x1c),SystickTimer.o
Systick_ClearFlag,.text,28 (0x1c),SystickTimer.o
UART_InterruptNum_Arr,.data,8 (0x8),UART.o
UART0_IntHandler,.text,144 (0x90),UART.o
UART1_IntHandler,.text,144 (0x90),UART.o
UART2_IntHandler,.text,144 (0x90),UART.o
UART3_IntHandler,.text,144 (0x90),UART.o
UART4_IntHandler,.text,144 (0x90),UART.o
UART5_IntHandler,.text,144 (0x90),UART.o
UART6_IntHandler,.text,144 (0x90),UART.o
UART7_IntHandler,.text,144 (0x90),UART.o
UART_Initialization,.text,272 (0x110),UART.o
UART_ConfigureInterruptSource,.text,184 (0xb8),UART.o
UART_TransmitChar_Polling,.text,92 (0x5c),UART.o
UART_RecieveChar_Polling,.text,88 (0x58),UART.o
UART_TransmitChar_Interrupt,.text,100 (0x64),UART.o
UART_RecieveChar_Interrupt,.text,96 (0x60),UART.o
UART_Transmit_DMA,.text,152 (0x98),UART.o
UART_Receive_DMA,.text,60 (0x3c),UART.o
UART_DMA_Reload_PrimaryControlStructure,.text,84 (0x54),UART.o
UART_DMA_Reload_AlternateControlStructure,.text,84 (0x54),UART.o
UART_RecCharwTimeOut,.text,92 (0x5c),UART.o
UART0_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART1_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART2_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART3_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART4_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART5_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART6_RegisterCallbackFunction,.text,36 (0x24),UART.o
UART7_RegisterCallbackFunction,.text,36 (0x24),UART.o
UARTChannel1_Config,.data,12 (0xc),UART_config.o
SourceAddressPointerRegisters,.rodata,128 (0x80),DMA.o
AlternateSourceAddressPointerRegisters,.rodata,128 (0x80),DMA.o
DestinationAddressPointerRegisters,.rodata,128 (0x80),DMA.o
AlternateDestinationAddressPointerRegisters,.rodata,128 (0x80),DMA.o
AlternateDMA_ChannelControlWordRegisters,.rodata,128 (0x80),DMA.o
DMA_ChannelControlWordRegisters,.rodata,128 (0x80),DMA.o
GPIO_Direction_Registers,.rodata,24 (0x18),GPIO.o
GPIO_AlternateFunctionSelect_Registers,.rodata,24 (0x18),GPIO.o
GPIO_InterruptSense_Registers,.rodata,24 (0x18),GPIO.o
GPIO_InterruptEvent_Registers,.rodata,24 (0x18),GPIO.o
GPIO_InterruptMask_Registers,.rodata,24 (0x18),GPIO.o
GPIO_Data_Registers,.rodata,24 (0x18),GPIO.o
GPIO_DigitalEnable_Registers,.rodata,24 (0x18),GPIO.o
GPIO_PortControl_Registers,.rodata,24 (0x18),GPIO.o
GPIO_LOCK_Registers,.rodata,24 (0x18),GPIO.o
GPIO_Port_Commit,.rodata,24 (0x18),GPIO.o
GPIO_InterruptClear_Registers,.rodata,24 (0x18),GPIO.o
GPIO_PullUp_Registers,.rodata,24 (0x18),GPIO.o
Timer0A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer0B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer1A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer1B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer2A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer2B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer3A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer3B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer4A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer4B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer5A_32_64Bit,.rodata,3 (0x3),GPIO_config.o
Timer5B_32_64Bit,.rodata,3 (0x3),GPIO_config.o
UART0_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART1_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART2_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART3_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART4_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART5_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART6_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
UART7_AFSELConfig,.rodata,3 (0x3),GPIO_config.o
GPIO_TimerAFSELConfig_ArrPtrStruct,.rodata,48 (0x30),GPIO_config.o
GPIO_AFSELUARTConfig_ArrPtrStruct,.rodata,32 (0x20),GPIO_config.o
GPTM_16_32_BitTimerA_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32_64_BitTimerA_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_16BitTimerB_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32BitTimerB_IntervalLoad,.rodata,24 (0x18),GPTM.o
GPTM_32_64_BitTimerA_Match,.rodata,24 (0x18),GPTM.o
GPTM_32BitTimerB_Match,.rodata,24 (0x18),GPTM.o
GPTM_TimerMode,.rodata,96 (0x60),GPTM.o
GPTM_Control,.rodata,48 (0x30),GPTM.o
GPTM_ConfigurationRegisters,.rodata,48 (0x30),GPTM.o
GPTM_ICRRegisters,.rodata,48 (0x30),GPTM.o
GPTM_RISRegisters,.rodata,48 (0x30),GPTM.o
GPTM_Config_32BitTimer0A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer0B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer1A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer1B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer2A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer2B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer3A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer3B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer4A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer4B,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer5A,.rodata,4 (0x4),GPTM_config.o
GPTM_Config_32BitTimer5B,.rodata,4 (0x4),GPTM_config.o
Interrupt_Enable_Registers,.rodata,16 (0x10),NVIC.o
Interrupt_Clear_Registers,.rodata,16 (0x10),NVIC.o
Set_Pending_Register,.rodata,16 (0x10),NVIC.o
Clear_Pending_Register,.rodata,16 (0x10),NVIC.o
Interrupt_Priority_Register,.rodata,32 (0x20),NVIC.o
SC_SYSDIV,.rodata,16 (0x10),SystemControl.o
SC_PWMDIV,.rodata,8 (0x8),SystemControl.o
UART_DataRegisters,.rodata,32 (0x20),UART.o
UART_FlagRegisters,.rodata,32 (0x20),UART.o
UART_InterruptClearRegisters,.rodata,32 (0x20),UART.o
UART_IntegerBaudRateDivisorRegisters,.rodata,32 (0x20),UART.o
UART_FractionalBaudRateDivisorRegisters,.rodata,32 (0x20),UART.o
UART_ClockConfigurationRegisters,.rodata,32 (0x20),UART.o
UART_ControlRegisters,.rodata,32 (0x20),UART.o
UART_LineControlRegisters,.rodata,32 (0x20),UART.o
UART_InterruptMaskRegisters,.rodata,32 (0x20),UART.o
UART_MaskedInterruptStatusRegisters,.rodata,32 (0x20),UART.o
UART_DMAControlRegisters,.rodata,32 (0x20),UART.o
UART_InterruptFIFOLevelSelect,.rodata,32 (0x20),UART.o
DMA_PeripheralInitialization,.text,56 (0x38),DMA.o
DMA_EnableChannelAttributes,.text,140 (0x8c),DMA.o
DMA_EnableChannel,.text,44 (0x2c),DMA.o
DMA_ChannelControlStructureSet,.text,344 (0x158),DMA.o
DMA_ConfigureChannelSoftwareRequest,.text,88 (0x58),DMA.o
DMA_ConfigurePeripheralInterrupt,.text,56 (0x38),DMA.o
DMA_ConfigureChannelInterrupt,.text,84 (0x54),DMA.o
DMA_ConfigurePriority,.text,88 (0x58),DMA.o
DMA_AssignChannel,.text,88 (0x58),DMA.o
GPIO_EnableRunModeClockGateControl,.text,96 (0x60),GPIO.o
GPIO_SetPinStatus,.text,144 (0x90),GPIO.o
GPIO_SetData,.text,144 (0x90),GPIO.o
GPIO_ConfigureDigitalEnable,.text,144 (0x90),GPIO.o
GPIO_ConfigureCommit,.text,128 (0x80),GPIO.o
GPIO_ConfigureOutputPin,.text,90 (0x5a),GPIO.o
GPIO_SetPinDirection,.text,144 (0x90),GPIO.o
GPIO_SetInputStatus,.text,76 (0x4c),GPIO.o
GPIO_ConfigureInputPin,.text,100 (0x64),GPIO.o
main,.text,156 (0x9c),main.o
NVIC_Enable_Interrupt,.text,76 (0x4c),NVIC.o
NVIC_Clear_Interrupt,.text,76 (0x4c),NVIC.o
Default_Handler,.text,12 (0xc),startup.o
Reset_Handler,.text,128 (0x80),startup.o
SC_GetOscillatorValue,.text,72 (0x48),SystemControl.o
SC_GetSystemClock,.text,156 (0x9c),SystemControl.o
SysTickEnable,.text,28 (0x1c),SystickTimer.o
SysTickDisable,.text,28 (0x1c),SystickTimer.o
SysTickFrequencyGet,.text,68 (0x44),SystickTimer.o
SysTickConfigureClockSource,.text,44 (0x2c),SystickTimer.o
SysTickGenerateDelay_Interrupt,.text,88 (0x58),SystickTimer.o
DMA_ChannelMapSelectRegisters,.data,16 (0x10),load address 0x00001460
DMA_ChannelMapSelectRegisters,.data,16 (0x10),DMA.o
DMAChannel30_MemToMem,.data,16 (0x10),load address 0x00001470
DMAChannel30_MemToMem,.data,16 (0x10),DMA_config.o
Pt_DMAChannel30_MemToMem,.data,4 (0x4),load address 0x00001480
Pt_DMAChannel30_MemToMem,.data,4 (0x4),DMA_config.o
GPIO_ConfigurePin_PF4,.data,2 (0x2),load address 0x00001484
GPIO_ConfigurePin_PF4,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF1,.data,2 (0x2),load address 0x00001486
GPIO_ConfigurePin_PF1,.data,2 (0x2),GPIO_config.o
GPIO_ConfigurePin_PF0,.data,2 (0x2),load address 0x00001488
GPIO_ConfigurePin_PF0,.data,2 (0x2),GPIO_config.o
DMA_InterruptFlag,.bss,1 (0x1),DMA.o
ScatterGatherFlag,.bss,1 (0x1),DMA.o
ui8ControlTable,.bss,1024 (0x400),DMA.o
DMA_SoftwareTransfer_Callback,.bss,128 (0x80),DMA.o
DMA_ErrorHandler_Callback,.bss,128 (0x80),DMA.o
handlerCounter,.bss,4 (0x4),DMA.o
EXTI_Callback,.bss,24 (0x18),GPIO.o
SourceBuffer_DMA,.bss,1024 (0x400),main.o
DestBufferA,.bss,1 (0x1),main.o
DestBufferB,.bss,1 (0x1),main.o
DestBuffer_DMA,.bss,1024 (0x400),main.o
ListDest,.bss,24 (0x18),main.o
IndexCounter,.bss,4 (0x4),main.o
indexCounter,.bss,4 (0x4),main.o
MySystemClock,.bss,4 (0x4),main.o
SourceArray512,.bss,512 (0x200),main.o
DestArray512,.bss,512 (0x200),main.o
IdleLoopCounter,.bss,4 (0x4),main.o
Stack_top,.bss,1024 (0x400),startup.o
Systick_Callback,.bss,4 (0x4),SystickTimer.o
UARTDMA_TxFlag,.bss,1 (0x1),UART.o
UARTDMA_RxFlag,.bss,1 (0x1),UART.o
UART0_Callback,.bss,20 (0x14),UART.o
UART1_Callback,.bss,20 (0x14),UART.o
UART2_Callback,.bss,20 (0x14),UART.o
UART3_Callback,.bss,20 (0x14),UART.o
UART4_Callback,.bss,20 (0x14),UART.o
UART5_Callback,.bss,20 (0x14),UART.o
UART6_Callback,.bss,20 (0x14),UART.o
UART7_Callback,.bss,20 (0x14),UART.o
